ID	StromalScore	ImmuneScore	ESTIMATEScore	TumorPurity	CancerType
TCGA-ET-A25G-01A	-505.428400526731	96.8779364391558	-408.550464087575	0.855118616044874	THCA
TCGA-EL-A3H5-01A	1603.61022371766	1537.9507655222	3141.56098923986	0.48351371668227	THCA
TCGA-DJ-A3V3-01A	-200.305362238031	934.279514544573	733.974152306542	0.756582100629225	THCA
TCGA-EL-A4K0-01A	282.648579037245	655.389262231313	938.037841268558	0.736658630884306	THCA
TCGA-H2-A422-01A	-1286.78544738315	-137.687071015854	-1424.472518399	0.922653272244301	THCA
TCGA-EM-A3AK-01A	-88.6310048446801	440.744682374091	352.113677529411	0.79202744798717	THCA
TCGA-J8-A3NZ-01A	-545.861251008989	557.309306331383	11.4480553223941	0.821552461975643	THCA
TCGA-GE-A2C6-01A	362.775185736946	1177.65382936162	1540.42901509856	0.674060442084263	THCA
TCGA-EM-A22N-01A	-250.640926486153	-54.9926524294244	-305.633578915577	0.847189376734633	THCA
TCGA-DJ-A1QM-01A	413.034192184458	167.364424432054	580.398616616512	0.77112952463207	THCA
TCGA-DJ-A3VK-01A	-297.313390039486	166.636444810043	-130.676945229443	0.833267106166092	THCA
